Code;Code à Bar;Désignation;Stock;Famille;Marque;Prix Achat HT;MB%;TVA;PventeTTC;Pvente Pub HT;Code Frs;Code Frs;Intitulé Frs;Date Creation;Date Modification;Remise_Fidelite;Dernière PUHT;Dernière remise
011016004;7909990003721;CHEWINGUM DRAGEE RELAX 20PC;0,000;CHEWINGUM;SOUK;30,000;10,000;0,000;33,000;33,000;;;;09/11/2023;11/11/2023;0,000;;
011024001;7909990003615;CHEWINGUM FLORIDA TRIKI 7*20PC;0,000;CHEWINGUM;TRIKI;6,875;6,182;0,000;7,300;7,300;;;;09/11/2023;15/11/2023;0,000;;
011024002;7909990003622;CHEWINGUM BALLON TRIKI 200PC;0,000;CHEWINGUM;TRIKI;9,100;7,692;0,000;9,800;9,800;;;;09/11/2023;15/11/2023;0,000;;
011024003;7909990003639;CHEWINGUM SUPER JUMBO TRIKI 450PC;0,000;CHEWINGUM;TRIKI;7,563;16,667;19,000;10,500;8,824;;;;09/11/2023;11/11/2023;0,000;;
011024004;7909990003646;CHEWINGUM MANGO TRIKI 280PC;0,000;CHEWINGUM;TRIKI;12,850;12,840;0,000;14,500;14,500;;;;09/11/2023;15/11/2023;0,000;;
011025001;7909990003677;CHEWINGUM MANTALYS+GENIAL MAX 750GR;0,000;CHEWINGUM;HAZAR;7,000;21,429;0,000;8,500;8,500;;;;09/11/2023;11/11/2023;0,000;;
012013001;7909990002311;STYLOS BOSS 50PC;0,000;RECLAME;DONIA;9,500;26,316;0,000;12,000;12,000;;;;07/11/2023;11/11/2023;0,000;;
012013002;7909990003028;CIRAGE 50ML+SPONG 12PC;0,000;RECLAME;DONIA;16,500;18,182;0,000;19,500;19,500;;;;08/11/2023;11/11/2023;0,000;;
012016001;7909990002687;LAMPE FAWANIS 10PC;0,000;RECLAME;SOUK;10,000;30,000;0,000;13,000;13,000;;;;07/11/2023;11/11/2023;0,000;;
012016002;7909990002694;SUPER GLUE TUBE ELIPHON 9PC;0,000;RECLAME;SOUK;7,000;28,571;0,000;9,000;9,000;;;;07/11/2023;11/11/2023;0,000;;
012016003;7909990002700;SUPER GLUE PATEX BLEU 24PC;0,000;RECLAME;SOUK;20,000;25,000;0,000;25,000;25,000;;;;07/11/2023;07/11/2023;0,000;;
012016004;7909990002717;LAPE NORMAL 10PC;0,000;RECLAME;SOUK;10,000;25,000;0,000;12,500;12,500;;;;07/11/2023;11/11/2023;0,000;;
012016005;7909990002724;CHARBON NORMAL 1PC;0,000;RECLAME;SOUK;0,833;20,048;0,000;1,000;1,000;;;;07/11/2023;11/11/2023;0,000;;
012016006;7909990002823;LAME GILETTE 2L 24PC;0,000;RECLAME;SOUK;21,100;13,744;0,000;24,000;24,000;;;;07/11/2023;11/11/2023;0,000;;
012016007;7909990002830;LAME GILETTE 3L 10PC;0,000;RECLAME;SOUK;19,170;10,589;0,000;21,200;21,200;;;;07/11/2023;11/11/2023;0,000;;
012016008;7909990002847;LAME BIC 1L 36PC;0,000;RECLAME;SOUK;15,750;14,286;0,000;18,000;18,000;;;;07/11/2023;11/11/2023;0,000;;
012016009;7909990002854;PILLE GM MONGLA CARTHAGE 24PC;0,000;RECLAME;SOUK;13,500;18,519;0,000;16,000;16,000;;;;07/11/2023;11/11/2023;0,000;;
012016010;7909990002861;PILLE PM COMANDE CARTHAGE 24PC;0,000;RECLAME;SOUK;13,500;18,519;0,000;16,000;16,000;;;;07/11/2023;11/11/2023;0,000;;
012016011;7909990002878;PILLE CHAUFAUX CARTHAGE 6PC;0,000;RECLAME;SOUK;21,000;9,524;0,000;23,000;23,000;;;;07/11/2023;11/11/2023;0,000;;
012016012;7909990002885;BRIKET NORMAL BTB/SHAREK 50PC;0,000;RECLAME;SOUK;13,500;14,815;0,000;15,500;15,500;;;;07/11/2023;11/11/2023;0,000;;
012016013;7909990002892;BRIKET CRIKET 25PC;0,000;RECLAME;SOUK;20,000;25,000;0,000;25,000;25,000;;;;07/11/2023;11/11/2023;0,000;;
012016014;7909990002908;BRIKET ZINA 25PC ;0,000;RECLAME;SOUK;27,500;12,727;0,000;31,000;31,000;;;;07/11/2023;11/11/2023;0,000;;
012016015;7909990002915;BRIKET CHALIMAUX HEXI 50PC;0,000;RECLAME;SOUK;30,000;16,667;0,000;35,000;35,000;;;;07/11/2023;11/11/2023;0,000;;
012016016;7909990002922;BRIKET CUISINE 25PC;0,000;RECLAME;SOUK;50,000;10,000;0,000;55,000;55,000;;;;07/11/2023;11/11/2023;0,000;;
012016017;7909990002939;CHARGE GAZ BRIKET 25PC ;0,000;RECLAME;SOUK;23,000;21,739;0,000;28,000;28,000;;;;07/11/2023;11/11/2023;0,000;;
012016018;7909990002946;BRIKET CLIPPER 48PC;0,000;RECLAME;SOUK;60,000;8,333;0,000;65,000;65,000;;;;07/11/2023;11/11/2023;0,000;;
012016019;7909990002953;BRIKET BIC GM 50PC;0,000;RECLAME;SOUK;66,000;7,576;0,000;71,000;71,000;;;;07/11/2023;11/11/2023;0,000;;
012016020;7909990002960;BRIKET BIC PM 50PC;0,000;RECLAME;SOUK;50,000;10,000;0,000;55,000;55,000;;;;07/11/2023;11/11/2023;0,000;;
012016021;7909990003035;LAME MAGIC MAX 50PC;0,000;RECLAME;SOUK;13,500;18,519;0,000;16,000;16,000;;;;08/11/2023;11/11/2023;0,000;;
012016022;7909990003042;LAME SUNY 20PC;0,000;RECLAME;SOUK;12,500;20,000;0,000;15,000;15,000;;;;08/11/2023;11/11/2023;0,000;;
012016023;7909990005213;LAMPE LED ECO FAWANIS 1PC;0,000;RECLAME;SOUK;3,400;17,647;0,000;4,000;4,000;;;;10/11/2023;11/11/2023;0,000;;
012016024;7909990005220;LEMPE LED ECO HORSE 1PC;0,000;RECLAME;SOUK;3,200;18,750;0,000;3,800;3,800;;;;10/11/2023;11/11/2023;0,000;;
013013001;7909990002380;BONBON FEST DONIA 200PC;0,000;BONBON;DONIA;13,000;15,385;0,000;15,000;15,000;;;;07/11/2023;11/11/2023;0,000;;
013013002;7909990003011;SUCETTE SIMA BOOM DONIA 48PC;0,000;SUCETTE;DONIA;9,000;44,444;0,000;13,000;13,000;;;;08/11/2023;11/11/2023;0,000;;
013016001;7909990003943;PECTOL 24PC;0,000;BONBON;SOUK;21,000;14,286;0,000;24,000;24,000;;;;09/11/2023;11/11/2023;0,000;;
013016002;7909990005534;BONBON MERANO 200PC;0,000;BONBON;SOUK;11,333;10,297;0,000;12,500;12,500;;;;14/11/2023;15/11/2023;0,000;;
013016003;7909990005541;BONBON MERANO SACHET 24PC;0,000;BONBON;SOUK;14,165;10,131;0,000;15,600;15,600;;;;14/11/2023;15/11/2023;0,000;;
013016004;7909990005558;CHOCOLAT BOOM BASTIC 12PC;0,000;BONBON;SOUK;10,000;10,000;0,000;11,000;11,000;;;;14/11/2023;15/11/2023;0,000;;
013016005;7909990005701;BONBON ECLAIRE 1KG;0,000;BONBON;SOUK;13,000;15,385;0,000;15,000;15,000;;;;20/11/2023;20/11/2023;0,000;;
013016006;7909990005718;BONBON ECLAIRE 220GR;0,000;BONBON;SOUK;3,000;16,667;0,000;3,500;3,500;;;;20/11/2023;20/11/2023;0,000;;
013016007;7909990005725;BONBON KIFKAF 780GR/150PC;0,000;BONBON;SOUK;14,000;14,286;0,000;16,000;16,000;;;;20/11/2023;20/11/2023;0,000;;
013016008;7909990005732;BONBON OREX BOITE 140PC;0,000;BONBON;SOUK;19,000;15,789;0,000;22,000;22,000;;;;20/11/2023;20/11/2023;0,000;;
013016009;7909990005749;BONBON JELLY 1KG;0,000;BONBON;SOUK;13,000;15,385;0,000;15,000;15,000;;;;20/11/2023;20/11/2023;0,000;;
013016010;7909990005756;BONBON FLAIO PILPO 1KG;0,000;BONBON;SOUK;6,500;15,385;0,000;7,500;7,500;;;;20/11/2023;20/11/2023;0,000;;
013016011;7909990005763;BONBON STKERS BOITE 175PC;0,000;BONBON;SOUK;17,000;11,765;0,000;19,000;19,000;;;;20/11/2023;20/11/2023;0,000;;
013022001;7909990003394;BONBON ANANAS PAPILLON 1KG;0,000;BONBON;PAPILLON;6,409;11,450;19,000;8,500;7,143;;;;09/11/2023;11/11/2023;0,000;;
013022002;7909990003400;BONBON ASSORTIE PAPILLON 1KG;0,000;BONBON;PAPILLON;6,409;11,450;19,000;8,500;7,143;;;;09/11/2023;11/11/2023;0,000;;
013022003;7909990003417;BONBON CHAMMIA PAPILLON 1KG;0,000;BONBON;PAPILLON;6,409;11,450;19,000;8,500;7,143;;;;09/11/2023;11/11/2023;0,000;;
013022004;7909990003424;BONBON FRAISE PAPILLON 1KG;0,000;BONBON;PAPILLON;6,409;11,450;19,000;8,500;7,143;;;;09/11/2023;11/11/2023;0,000;;
013022005;7909990003431;BONBON FLAIO PAPILLON 1KG;0,000;BONBON;PAPILLON;6,409;11,450;19,000;8,500;7,143;;;;09/11/2023;11/11/2023;0,000;;
013022006;7909990003448;BONBON OKBA PAPILLON 1KG;0,000;BONBON;PAPILLON;6,409;11,450;19,000;8,500;7,143;;;;09/11/2023;11/11/2023;0,000;;
013022007;7909990003455;BONBON CAFE AU LAIT PAPILLON 1KG;0,000;BONBON;PAPILLON;6,409;11,450;19,000;8,500;7,143;;;;09/11/2023;11/11/2023;0,000;;
013022008;7909990003462;BONBON FROOTS PAPILLON 1KG;0,000;BONBON;PAPILLON;6,409;11,450;19,000;8,500;7,143;;;;09/11/2023;11/11/2023;0,000;;
013022009;7909990003479;BONBON SUITE PAPILLON 750GR;0,000;BONBON;PAPILLON;6,142;10,823;19,000;8,100;6,807;;;;09/11/2023;11/11/2023;0,000;;
013022010;7909990003486;BONBON SOFET PAPILLON 750GR;0,000;BONBON;PAPILLON;6,142;10,823;19,000;8,100;6,807;;;;09/11/2023;11/11/2023;0,000;;
013022011;7909990003493;BONBON CRAMEL CARRE PAPILLON 750GR;0,000;BONBON;PAPILLON;6,142;10,823;19,000;8,100;6,807;;;;09/11/2023;11/11/2023;0,000;;
013022012;7909990003561;BONBON DURE PAPILLON 150GR;0,000;BONBON;PAPILLON;1,272;18,915;19,000;1,800;1,513;;;;09/11/2023;11/11/2023;0,000;;
013022013;7909990003578;BONBON FOURRE PAPILLON 150GR;0,000;BONBON;PAPILLON;1,547;19,505;19,000;2,200;1,849;;;;09/11/2023;11/11/2023;0,000;;
013022014;7909990003585;BONBON MAXI JELLINO PAPILLON 750GR;0,000;BONBON;PAPILLON;7,500;23,249;19,000;11,000;9,244;;;;09/11/2023;11/11/2023;0,000;;
013022015;7909990003936;BONBON BALLON TENDER PAPILLON 109PC;0,000;BONBON;PAPILLON;5,900;18,644;0,000;7,000;7,000;;;;09/11/2023;09/11/2023;0,000;;
013023001;7909990003592;BONBON DURE LE PTIT MOULIN 1KG;0,000;BONBON;LE PETIT MOULIN;6,409;11,450;19,000;8,500;7,143;;;;09/11/2023;11/11/2023;0,000;;
013025001;7909990003660;BONBON MOKA LAIT HAZAR 750GR;0,000;BONBON;HAZAR;6,818;18,803;0,000;8,100;8,100;;;;09/11/2023;11/11/2023;0,000;;
014014001;7909990002427;FRAIDOUX PRESIDENT 120GR 1PC;0,000;FROMAGE;PRESIDENT;2,124;10,779;19,000;2,800;2,353;;F_22/1000011;STE LEMAR TRADING;07/11/2023;11/11/2023;0,000;;
014014002;7909990002434;FRAIDOUX PRESIDENT 240GR 1PC;0,000;FROMAGE;PRESIDENT;3,837;7,314;19,000;4,900;4,118;;;;07/11/2023;11/11/2023;0,000;;
014014003;7909990002441;GOUTER PRESIDENT 40PC;0,000;FROMAGE;PRESIDENT;22,760;9,657;19,000;29,700;24,958;;;;07/11/2023;11/11/2023;0,000;;
014014004;7909990002458;GOUTER PRESIDENT MAX 20PC;0,000;FROMAGE;PRESIDENT;19,992;11,389;19,000;26,500;22,269;;;;07/11/2023;11/11/2023;0,000;;
014014005;7909990002465;CARRE PRESIDENT 336GR 1PC;0,000;FROMAGE;PRESIDENT;7,573;9,855;19,000;9,900;8,319;;;;07/11/2023;11/11/2023;0,000;;
014014006;7909990002472;FROMAGE TRIANGLE PRESIDENT 48PC;0,000;FROMAGE;PRESIDENT;11,670;7,292;19,000;14,900;12,521;;;;07/11/2023;11/11/2023;0,000;;
014014007;7909990002489;FROMAGE TRIANGLE PRESIDENT 24PC;0,000;FROMAGE;PRESIDENT;6,438;7,033;19,000;8,200;6,891;;;;07/11/2023;11/11/2023;0,000;;
014014008;7909990002496;FROMAGE TRIANGLE PRESIDENT 8PC;0,000;FROMAGE;PRESIDENT;2,461;6,536;19,000;3,120;2,622;;;;07/11/2023;11/11/2023;0,000;;
014014009;7909990002502;FROMAGE SLICE RHF PRESIDENT 24PC;0,000;FROMAGE;PRESIDENT;3,555;11,099;19,000;4,700;3,950;;;;07/11/2023;11/11/2023;0,000;;
014015001;7909990002519;FROMAGE RAPE HLOU LANDOR 1KG;0,000;FROMAGE;LANDOR;6,800;17,647;0,000;8,000;8,000;;;;07/11/2023;11/11/2023;0,000;;
014015002;7909990002526;FROMAGE RAPE MELAH LANDOR 1KG;0,000;FROMAGE;LANDOR;6,800;17,647;0,000;8,000;8,000;;;;07/11/2023;11/11/2023;0,000;;
014015003;7909990002533;FROMAGE RAPE GRUYERE LANDOR 1KG;0,000;FROMAGE;LANDOR;25,000;8,000;0,000;27,000;27,000;;;;07/11/2023;11/11/2023;0,000;;
014015004;7909990002540;FROMAGE CHEDAR LANDOR 1PC;0,000;FROMAGE;LANDOR;1,350;11,111;0,000;1,500;1,500;;;;07/11/2023;11/11/2023;0,000;;
015016001;7909990002557;KAKI CHRAIET 90PC;0,000;KAKI;SOUK;7,500;20,000;0,000;9,000;9,000;;;;07/11/2023;07/11/2023;0,000;;
015016002;7909990002595;KAKI AL JAWHEA 50PC;0,000;KAKI;SOUK;6,000;16,667;0,000;7,000;7,000;;;;07/11/2023;07/11/2023;0,000;;
015016003;7909990002632;KAKI MALEK 50PC ;0,000;KAKI;SOUK;5,500;27,273;0,000;7,000;7,000;;;;07/11/2023;07/11/2023;0,000;;
015016004;7909990003684;KAKI TOPKAKI 50PC;0,000;KAKI;SOUK;10,000;15,000;0,000;11,500;11,500;;;;09/11/2023;09/11/2023;0,000;;
015016005;7909990003929;KAKI SANEFER 48PC;0,000;KAKI;SOUK;10,500;14,286;0,000;12,000;12,000;;;;09/11/2023;11/11/2023;0,000;;
016016001;7909990002564;CHIPS MAXX PM 15GR 36PC;0,000;CHIPS;SOUK;20,000;10,000;0,000;22,000;22,000;;;;07/11/2023;07/11/2023;0,000;;
016016002;7909990002571;CHIPS MAXX GM 70GR 12PC;0,000;CHIPS;SOUK;25,000;10,000;0,000;27,500;27,500;;;;07/11/2023;07/11/2023;0,000;;
017017001;7909990002601;MARGARIN JADIDA 100GR ;0,000;BEURE;JADIDA;1,146;21,291;0,000;1,390;1,390;;;;07/11/2023;11/11/2023;0,000;;
017017002;7909990002618;MARGARIN JADIDA 200GR;0,000;BEURE;JADIDA;2,125;16,471;0,000;2,475;2,475;;;;07/11/2023;11/11/2023;0,000;;
017017003;7909990003707;MARGARINE GODET JADIDA 120PC;0,000;BEURE;JADIDA;28,465;8,906;0,000;31,000;31,000;;;;09/11/2023;11/11/2023;0,000;;
018016001;7909990002670;GEL RAYHAN 100PC ;0,000;COSMETIC;SOUK;13,500;14,815;0,000;15,500;15,500;;;;07/11/2023;11/11/2023;0,000;;
018016002;7909990002816;BROSSE A DENT 12PC;0,000;COSMETIC;SOUK;9,000;44,444;0,000;13,000;13,000;;;;07/11/2023;11/11/2023;0,000;;
018016003;7909990002977;DENTIFRICE SIGNAL 25ML 12PC;0,000;COSMETIC;SOUK;13,600;16,176;0,000;15,800;15,800;;;;07/11/2023;11/11/2023;0,000;;
018016004;7909990002984;DENTIFRICE SIGNAL 75ML 12PC;0,000;COSMETIC;SOUK;27,000;7,407;0,000;29,000;29,000;;;;07/11/2023;11/11/2023;0,000;;
018016005;7909990002991;DENTIFRICE SIGNAL 120ML 12PC;0,000;COSMETIC;SOUK;29,000;6,897;0,000;31,000;31,000;;;;07/11/2023;07/11/2023;0,000;;
018016006;7909990003004;SHAMPOING CLEAR 1PC;0,000;COSMETIC;SOUK;8,000;12,500;0,000;9,000;9,000;;;;07/11/2023;11/11/2023;0,000;;
018016007;7909990005152;SHAMPOING HEAD&SHOULDERS 24PC;0,000;COSMETIC;SOUK;3,427;40,064;0,000;4,800;4,800;;;;10/11/2023;11/11/2023;0,000;;
018016008;7909990005183;BATONNET HYCOT 150PC*6PC;0,000;COSMETIC;SOUK;10,260;16,959;0,000;12,000;12,000;;;;10/11/2023;11/11/2023;0,000;;
018016009;7909990005190;BATONNET HYCOT 90PC*6PC;0,000;COSMETIC;SOUK;7,000;28,571;0,000;9,000;9,000;;;;10/11/2023;11/11/2023;0,000;;
018016010;7909990005565;SAVON DURU PM 6PC;0,000;COSMETIC;SOUK;8,056;17,925;0,000;9,500;9,500;;;;14/11/2023;15/11/2023;0,000;;
018016011;7909990005572;SAVON DURU 1PC;0,000;COSMETIC;SOUK;1,855;18,598;0,000;2,200;2,200;;;;14/11/2023;15/11/2023;0,000;;
018016012;7909990005688;SAVON DURU GM 6PC;0,000;COSMETIC;SOUK;12,861;15,854;0,000;14,900;14,900;;;;15/11/2023;15/11/2023;0,000;;
018018001;7909990002779;GEL DOSE LUXADO 50PC;0,000;COSMETIC;LUXADO;7,100;26,761;0,000;9,000;9,000;;;;07/11/2023;11/11/2023;0,000;;
018018002;7909990002786;CIRE WAX LUXADO 12PC;0,000;COSMETIC;LUXADO;14,000;17,857;0,000;16,500;16,500;;;;07/11/2023;11/11/2023;0,000;;
018018003;7909990002793;GEL BOITE LUXADO 24PC;0,000;COSMETIC;LUXADO;37,000;10,811;0,000;41,000;41,000;;;;07/11/2023;11/11/2023;0,000;;
018018004;7909990002809;SHAMPOING DOSE LUXADO 36PC;0,000;COSMETIC;LUXADO;4,500;27,778;0,000;5,750;5,750;;;;07/11/2023;11/11/2023;0,000;;
018018005;7909990005404;PARFUM LUXADO 12PC;0,000;COSMETIC;LUXADO;30,000;10,000;0,000;33,000;33,000;;;;10/11/2023;11/11/2023;0,000;;
019016001;7909990003158;KAKAWIA JBEN EL BARAKA 1KG;0,000;FRUIT SECS;EL BARAKA;11,000;13,636;0,000;12,500;12,500;;;;08/11/2023;08/11/2023;0,000;;
019016002;7909990005114;LOUZ AHMER AMERICAN NAY 36 1KG;0,000;FRUIT SECS;SOUK;26,000;9,615;0,000;28,500;28,500;;;;09/11/2023;09/11/2023;0,000;;
019016003;7909990005121;LOUZ AHMER AMERICAN NAY 38 1KG;0,000;FRUIT SECS;SOUK;28,000;14,286;0,000;32,000;32,000;;;;09/11/2023;09/11/2023;0,000;;
019016004;7909990005138;NOIX DE CAJOU NAY 1KG;0,000;FRUIT SECS;SOUK;30,000;16,667;0,000;35,000;35,000;;;;09/11/2023;09/11/2023;0,000;;
019016005;7909990005411;KAKAWIA MASTRIA LUX 1KG;0,000;FRUIT SECS;SOUK;10,500;14,286;0,000;12,000;12,000;;;;10/11/2023;10/11/2023;0,000;;
019016006;7909990005428;KAKAWIA MASRIA NORMAL 1KG;0,000;FRUIT SECS;SOUK;8,500;23,529;0,000;10,500;10,500;;;;10/11/2023;10/11/2023;0,000;;
019019001;7909990003059;KLOUB BL/NOIR EL BARAKA 700GR;0,000;FRUIT SECS;EL BARAKA;10,000;10,000;0,000;11,000;11,000;;;;08/11/2023;08/11/2023;0,000;;
019019002;7909990003066;KLOUB BLANC EL BARAKA 700GR;0,000;FRUIT SECS;EL BARAKA;7,000;28,571;0,000;9,000;9,000;;;;08/11/2023;08/11/2023;0,000;;
019019003;7909990003073;LOUZ MELAH EL BARAKA 1KG;0,000;FRUIT SECS;EL BARAKA;30,000;10,000;0,000;33,000;33,000;;;;08/11/2023;08/11/2023;0,000;;
019019004;7909990003080;LOUZ HLOU EL BARAKA 1KG;0,000;FRUIT SECS;EL BARAKA;30,000;10,000;0,000;33,000;33,000;;;;08/11/2023;08/11/2023;0,000;;
019019005;7909990003097;NOIX DE CAJOU EL BARAKA 1KG;0,000;FRUIT SECS;EL BARAKA;37,000;13,514;0,000;42,000;42,000;;;;08/11/2023;08/11/2023;0,000;;
019019006;7909990003103;PISTACHE AMERICAN EL BARAKA 1KG;0,000;FRUIT SECS;EL BARAKA;44,000;9,091;0,000;48,000;48,000;;;;08/11/2023;08/11/2023;0,000;;
019019007;7909990003110;KLOUB 9RA3 EL BARAKA 1KG;0,000;FRUIT SECS;EL BARAKA;12,500;12,000;0,000;14,000;14,000;;;;08/11/2023;08/11/2023;0,000;;
019019008;7909990003127;KAKAWIA HAMRA MELHA EL BARAKA 2KG;0,000;FRUIT SECS;EL BARAKA;22,000;10,000;0,000;24,200;24,200;;;;08/11/2023;08/11/2023;0,000;;
019019009;7909990003134;KAKAWIA HAMRA HLOU EL BARAKA 1KG;0,000;FRUIT SECS;EL BARAKA;10,500;14,286;0,000;12,000;12,000;;;;08/11/2023;14/11/2023;0,000;;
019019010;7909990003141;KAKAWIA HARRA EL BARAKA 1KG;0,000;FRUIT SECS;EL BARAKA;11,000;13,636;0,000;12,500;12,500;;;;08/11/2023;08/11/2023;0,000;;
019019011;7909990003165;KAKAWIA JELJLEN EL BARAKA 1KG;0,000;FRUIT SECS;EL BARAKA;12,000;12,500;0,000;13,500;13,500;;;;08/11/2023;08/11/2023;0,000;;
019019012;7909990003172;HOMES MOKLI EL BARAKA 1KG;0,000;FRUIT SECS;EL BARAKA;12,000;10,000;0,000;13,200;13,200;;;;08/11/2023;08/11/2023;0,000;;
019019013;7909990003189;HOMES MOKLI EL BARAKA 5KG;0,000;FRUIT SECS;EL BARAKA;60,000;10,000;0,000;66,000;66,000;;;;08/11/2023;08/11/2023;0,000;;
019019014;7909990003196;HOMES MOKLI EL BARAKA 10KG;0,000;FRUIT SECS;EL BARAKA;120,000;10,000;0,000;132,000;132,000;;;;08/11/2023;08/11/2023;0,000;;
019019015;7909990003202;HOMES JELJLEN EL BARAKA 1KG;0,000;FRUIT SECS;EL BARAKA;12,000;12,500;0,000;13,500;13,500;;;;08/11/2023;14/11/2023;0,000;;
019019016;7909990003219;HOMES TORKI EL BARAKA 1KG;0,000;FRUIT SECS;EL BARAKA;8,500;23,529;0,000;10,500;10,500;;;;08/11/2023;14/11/2023;0,000;;
019020001;7909990003226;KLOUB BL/NOIR BONSOIR 700GR;0,000;FRUIT SECS;BONSOIR;10,000;10,000;0,000;11,000;11,000;;;;08/11/2023;08/11/2023;0,000;;
019020002;7909990003233;LOUZ MELAH BONSOIR 1KG;0,000;FRUIT SECS;BONSOIR;30,800;7,143;0,000;33,000;33,000;;;;08/11/2023;08/11/2023;0,000;;
019020003;7909990003240;LOUZ HLOU BONSOIR 1KG;0,000;FRUIT SECS;BONSOIR;30,800;7,143;0,000;33,000;33,000;;;;08/11/2023;08/11/2023;0,000;;
019020004;7909990003257;NOIX DE CAJOU BONSOIR 1KG;0,000;FRUIT SECS;BONSOIR;38,000;10,526;0,000;42,000;42,000;;;;08/11/2023;08/11/2023;0,000;;
019020005;7909990003264;PISTACHE AMERICAIN BONSOIR 1KG;0,000;FRUIT SECS;BONSOIR;44,000;9,091;0,000;48,000;48,000;;;;08/11/2023;08/11/2023;0,000;;
019020006;7909990003271;KAKAWIA HAMRA HLOU BONSOIR 1KG;0,000;FRUIT SECS;BONSOIR;10,000;20,000;0,000;12,000;12,000;;;;08/11/2023;14/11/2023;0,000;;
019020007;7909990003288;KAKAWIA HAMRA MELHA BONSOIR 1KG;0,000;FRUIT SECS;BONSOIR;10,000;20,000;0,000;12,000;12,000;;;;08/11/2023;14/11/2023;0,000;;
019020008;7909990003295;KAKAWIA HARRA BONSOIR 1KG;0,000;FRUIT SECS;BONSOIR;11,500;13,043;0,000;13,000;13,000;;;;08/11/2023;08/11/2023;0,000;;
019020009;7909990003301;KAKAWIA JBEN BONSOIR 1KG;0,000;FRUIT SECS;BONSOIR;11,500;13,043;0,000;13,000;13,000;;;;08/11/2023;08/11/2023;0,000;;
019020010;7909990003318;KAKAWIA BARBAQUE BONSOIR 1KG;0,000;FRUIT SECS;BONSOIR;11,500;13,043;0,000;13,000;13,000;;;;08/11/2023;14/11/2023;0,000;;
019020011;7909990003325;KAKAWIA 4*1 BONSOIR 1KG;0,000;FRUIT SECS;BONSOIR;95,000;7,895;0,000;102,500;102,500;;;;08/11/2023;08/11/2023;0,000;;
019021001;7909990003332;LOUZ HLOU ALWAFIR 1KG;0,000;FRUIT SECS;ALWAFIR;33,000;9,091;0,000;36,000;36,000;;;;08/11/2023;08/11/2023;0,000;;
019021002;7909990003349;LOUZ MELAH ALWAFIR 1KG;0,000;FRUIT SECS;ALWAFIR;33,000;9,091;0,000;36,000;36,000;;;;08/11/2023;08/11/2023;0,000;;
019021003;7909990003356;NOIX DE CAJOU ALWAFIR 1KG;0,000;FRUIT SECS;ALWAFIR;38,000;10,526;0,000;42,000;42,000;;;;08/11/2023;08/11/2023;0,000;;
019021004;7909990003363;PISTACHE SUPERE ALWAFIR 1KG;0,000;FRUIT SECS;ALWAFIR;49,000;8,163;0,000;53,000;53,000;;;;08/11/2023;08/11/2023;0,000;;
019021005;7909990003370;NOISETTE MOKLIA ALWAFIR 1KG;0,000;FRUIT SECS;ALWAFIR;33,000;15,152;0,000;38,000;38,000;;;;08/11/2023;08/11/2023;0,000;;
019021006;7909990003387;NOIX EXTRA ALWAFIR 1KG;0,000;FRUIT SECS;ALWAFIR;28,000;21,429;0,000;34,000;34,000;;;;08/11/2023;08/11/2023;0,000;;
020016001;7909990003899;SUCETTE CHUPA CHUPS 100PC;0,000;SUCETTE;SOUK;48,156;9,937;19,000;63,000;52,941;;;;09/11/2023;11/11/2023;0,000;;
020016002;7909990005589;SUCETTE TEKA 75PC;0,000;SUCETTE;SOUK;13,500;14,815;0,000;15,500;15,500;;;;14/11/2023;15/11/2023;0,000;;
020016003;7909990005770;SUCETTE CHADBON BOITE 125PC;0,000;SUCETTE;SOUK;15,000;16,667;0,000;17,500;17,500;;;;20/11/2023;20/11/2023;0,000;;
020016004;7909990005787;CHOCOLAT COCOATY SPORT 82PC;0,000;CHOCOLAT;SOUK;40,000;10,000;0,000;44,000;44,000;;;;20/11/2023;20/11/2023;0,000;;
020022001;7909990003509;SUCETTE CLOWN PAPILLON 100PC;0,000;SUCETTE;PAPILLON;8,073;14,501;19,000;11,000;9,244;;;;09/11/2023;11/11/2023;0,000;;
020022002;7909990003516;SUCETTE PIK PONG PAPILLON 100PC;0,000;SUCETTE;PAPILLON;8,073;14,501;19,000;11,000;9,244;;;;09/11/2023;11/11/2023;0,000;;
020022003;7909990003523;SUCETTE MAXI BUM XXL PAPILLON 48PC;0,000;SUCETTE;PAPILLON;10,492;12,130;19,000;14,000;11,765;;;;09/11/2023;15/11/2023;0,000;;
020024001;7909990003608;SUCETTE PETIT POPS TRIKI 100PC;0,000;SUCETTE;TRIKI;8,073;14,501;19,000;11,000;9,244;;;;09/11/2023;11/11/2023;0,000;;
021022001;7909990003530;CHAMIA AMANDE PAPILLON 4.400KG;0,000;CHAMIA;PAPILLON;45,237;7,743;19,000;58,000;48,739;;;;09/11/2023;09/11/2023;0,000;;
021022002;7909990003547;CHAMIA NORMAL EXTRA PAPILLON 4.400KG;0,000;CHAMIA;PAPILLON;37,000;9,017;19,000;48,000;40,336;;;;09/11/2023;09/11/2023;0,000;;
021022003;7909990003554;CHAMIA NORMAL PAPILLON 85G*24PC;0,000;CHAMIA;PAPILLON;25,382;9,255;19,000;33,000;27,731;;;;09/11/2023;11/11/2023;0,000;;
022016001;7909990003714;CONFITURE COING GODET EL FALLAH 100PC;0,000;CONFITURE;SOUK;21,000;9,524;0,000;23,000;23,000;;;;09/11/2023;15/11/2023;0,000;;
